FILE	computerUTC	DMY	HMS	LAT	LON	CONDUCTIVITY	SALINITY	OCEAN TEMP	BULK RED	STREAM PRESSURE	FILTER PRESSURE	MACHINE TEMP	Xaccel	Yaccel	Zaccel	MILLISECOND TIMER	LASER POWER	EVENT RATE	FLOW METER	position	CHL	LIGHT TRANS	ACQ ERROR	D1/D2	PAR
sds_2013_241_1	13241000021	290813	000021	3115.37999	15000.06141				50.3088	12.00	NaN	2.98	0.0189	0.0309	0.0267	405376711	319.0	10167	2.88				-10.89	0.4943	
sds_2013_241_2	13241000407	290813	000407	3114.59183	15000.09433				48.4473	12.00	NaN	2.98	0.0264	0.0291	0.0309	405601934	319.0	10053	2.88				-8.62	0.5049	
sds_2013_241_3	13241000744	290813	000744	3113.87876	15000.12005				50.6655	12.00	NaN	2.98	0.0314	0.0293	0.0374	405819607	319.0	9917	2.88				-8.72	0.4830	
sds_2013_241_4	13241001123	290813	001123	3113.11811	15000.13344				50.9872	12.00	NaN	2.98	0.0257	0.0278	0.0296	406038684	319.0	9913	2.88				-10.71	0.4786	
sds_2013_241_5	13241001501	290813	001501	3112.38695	15000.11582				48.3858	12.00	NaN	2.98	0.0252	0.0304	0.0405	406256572	319.0	9924	2.88				-10.13	0.4891	
sds_2013_241_6	13241001831	290813	001831	3111.68929	15000.08323				49.3349	12.00	NaN	2.98	0.0217	0.0298	0.0299	406466039	319.0	9838	2.88				-9.08	0.4690	
sds_2013_241_7	13241002202	290813	002202	3110.95106	15000.08973				49.8889	12.00	NaN	2.98	0.0241	0.0264	0.0374	406677647	319.0	9968	2.88				-9.72	0.4894	
sds_2013_241_8	13241002542	290813	002542	3110.20920	15000.07273				47.8789	12.00	NaN	2.98	0.0295	0.0316	0.0316	406897918	319.0	9775	2.88				-11.71	0.4039	
sds_2013_241_9	13241002906	290813	002906	3109.49826	15000.06741				49.3275	12.00	NaN	2.98	0.0270	0.0269	0.0280	407101570	319.0	9762	2.88				-9.30	0.3993	
sds_2013_241_10	13241003235	290813	003235	3108.78143	15000.05696				49.2422	12.00	NaN	2.98	0.0225	0.0267	0.0275	407310454	319.0	9926	2.88				-6.98	0.4587	
sds_2013_241_11	13241003603	290813	003603	3108.06833	15000.04783				49.8466	12.00	NaN	2.98	0.0288	0.0291	0.0421	407517964	319.0	10006	2.88				-6.92	0.4653	
sds_2013_241_12	13241003924	290813	003924	3107.36304	15000.04039				48.7988	12.00	NaN	2.98	0.0280	0.0261	0.0325	407719824	319.0	9988	2.88				-9.48	0.4742	
sds_2013_241_13	13241004253	290813	004253	3106.63671	15000.02676				48.2196	12.00	NaN	2.98	0.0262	0.0288	0.0267	407928429	319.0	9889	2.88				-10.91	0.4617	
sds_2013_241_14	13241004627	290813	004627	3105.88885	15000.01092				48.7384	12.00	NaN	2.98	0.0261	0.0304	0.0316	408142250	319.0	9839	2.88				-11.78	0.4839	
sds_2013_241_15	13241005004	290813	005003	3105.15944	14959.99818				49.4557	12.00	NaN	2.98	0.0295	0.0262	0.0333	408358878	319.0	9858	2.88				-9.33	0.4749	
sds_2013_241_16	13241005343	290813	005343	3104.40258	14959.99080				49.6134	12.00	NaN	2.98	0.0240	0.0366	0.0296	408578401	319.0	9808	2.88				-8.80	0.4644	
sds_2013_241_17	13241005715	290813	005715	3103.66749	14959.98907				46.4399	12.00	NaN	2.98	0.0252	0.0280	0.0332	408790547	319.0	9809	2.88				-10.21	0.4581	
sds_2013_241_18	13241010047	290813	010047	3102.95447	14959.98365				49.4625	12.00	NaN	2.98	0.0246	0.0233	0.0325	409002014	319.0	9845	2.88				-8.98	0.4601	
sds_2013_241_19	13241010421	290813	010421	3102.22705	14959.95785				49.1971	12.00	NaN	2.98	0.0299	0.0340	0.0384	409216701	319.0	9904	2.88				-9.81	0.4631	
sds_2013_241_20	13241010800	290813	010800	3101.48527	14959.94568				48.3581	12.00	NaN	2.98	0.0251	0.0345	0.0337	409435239	319.0	9812	2.88				-8.53	0.4550	
sds_2013_241_21	13241011132	290813	011132	3100.78392	14959.91912				48.0921	12.00	NaN	2.98	0.0240	0.0288	0.0311	409647169	319.0	9891	2.88				-8.40	0.4546	
sds_2013_241_22	13241011514	290813	011514	3100.00913	14959.90949				49.0908	12.00	NaN	2.98	0.0314	0.0251	0.0286	409869117	319.0	9927	2.88				-8.02	0.4642	
sds_2013_241_23	13241011858	290813	011857	3059.27076	14959.90187				51.1353	12.00	NaN	2.98	0.0272	0.0319	0.0236	410092814	319.0	10052	2.88				-3.96	0.4913	
sds_2013_241_24	13241012237	290813	012237	3058.51162	14959.91182				47.9937	12.00	NaN	2.98	0.0262	0.0309	0.0358	410312506	319.0	10047	2.88				-6.85	0.4617	
sds_2013_241_25	13241012611	290813	012610	3057.82013	14959.94530				49.5703	12.00	NaN	2.98	0.0220	0.0333	0.0295	410525752	319.0	10058	2.88				-3.45	0.4901	
sds_2013_241_26	13241012930	290813	012930	3057.16049	14959.98420				49.7086	12.00	NaN	2.98	0.0227	0.0277	0.0278	410725179	319.0	10858	2.88				-2.39	0.4890	
sds_2013_241_27	13241013304	290813	013304	3056.44155	15000.01591				46.6871	12.00	NaN	2.98	0.0257	0.0314	0.0309	410939485	319.0	10186	2.88				-6.05	0.4680	
sds_2013_241_28	13241013636	290813	013636	3055.71173	15000.01681				50.0062	12.00	NaN	2.98	0.0262	0.0269	0.0330	411151146	319.0	10077	2.88				-6.19	0.4584	
sds_2013_241_29	13241014015	290813	014015	3054.97967	15000.01652				49.4180	12.00	NaN	2.98	0.0291	0.0303	0.0351	411370068	319.0	10171	2.88				-6.61	0.4758	
sds_2013_241_30	13241014346	290813	014346	3054.28019	15000.02836				46.5661	12.00	NaN	2.98	0.0230	0.0298	0.0312	411580974	319.0	10159	2.88				-6.84	0.5170	
sds_2013_241_31	13241014714	290813	014714	3053.57260	15000.02003				49.9808	12.00	NaN	2.98	0.0259	0.0324	0.0303	411789310	319.0	10093	2.88				-6.30	0.4843	
sds_2013_241_32	13241015038	290813	015038	3052.88905	15000.01656				47.7907	12.00	NaN	2.98	0.0270	0.0230	0.0291	411993456	319.0	10098	2.88				-3.33	0.5043	
sds_2013_241_33	13241015408	290813	015408	3052.16492	15000.00656				50.2836	12.00	NaN	2.98	0.0295	0.0363	0.0340	412203378	319.0	10210	2.88				-2.88	0.5048	
sds_2013_241_34	13241015742	290813	015742	3051.46206	14959.98480				46.8207	12.00	NaN	2.98	0.0225	0.0319	0.0267	412417802	319.0	10064	2.88				-8.26	0.4960	
sds_2013_241_35	13241020119	290813	020119	3050.73636	14959.96248				48.3929	12.00	NaN	2.98	0.0265	0.0299	0.0385	412634869	319.0	10118	2.88				-3.84	0.4886	
sds_2013_241_36	13241020451	290813	020451	3050.03885	14959.94215				49.9496	12.00	NaN	2.98	0.0280	0.0314	0.0301	412846247	319.0	10104	2.88				-8.99	0.4941	
sds_2013_241_37	13241020831	290813	020831	3049.31551	14959.92160				47.5662	12.00	NaN	2.98	0.0278	0.0361	0.0356	413066462	319.0	10002	2.88				-5.76	0.4792	
sds_2013_241_38	13241021201	290813	021201	3048.62727	14959.91196				47.8170	12.00	NaN	2.98	0.0283	0.0322	0.0364	413276315	319.0	10051	2.88				-6.57	0.4602	
sds_2013_241_39	13241021524	290813	021524	3047.95213	14959.88225				48.1862	12.00	NaN	2.98	0.0220	0.0311	0.0241	413479495	319.0	9938	2.88				-7.33	0.4921	
sds_2013_241_40	13241021851	290813	021851	3047.23424	14959.86253				50.6549	12.00	NaN	2.98	0.0257	0.0322	0.0249	413686811	319.0	9982	2.88				-6.94	0.4684	
sds_2013_241_41	13241022213	290813	022213	3046.55416	14959.86518				46.5630	12.00	NaN	2.98	0.0293	0.0319	0.0333	413888737	319.0	9983	2.88				-7.28	0.4652	
sds_2013_241_42	13241022555	290813	022555	3045.81729	14959.86365				47.9511	12.00	NaN	2.98	0.0249	0.0251	0.0312	414110627	319.0	9970	2.88				0.22	0.4814	
sds_2013_241_43	13241022928	290813	022928	3045.10983	14959.84809				47.2246	12.00	NaN	2.98	0.0251	0.0280	0.0261	414323194	319.0	9937	2.88				-6.19	0.5026	
sds_2013_241_44	13241023256	290813	023256	3044.39185	14959.86704				46.1393	12.00	NaN	2.98	0.0267	0.0256	0.0282	414531422	319.0	9905	2.88				-8.84	0.4777	
sds_2013_241_45	13241023619	290813	023619	3043.72586	14959.89674				46.9325	12.00	NaN	2.98	0.0252	0.0254	0.0316	414734612	319.0	9922	2.88				-6.83	0.4780	
sds_2013_241_46	13241023955	290813	023955	3042.98548	14959.92193				47.2960	12.00	NaN	2.98	0.0265	0.0236	0.0303	414949965	319.0	9924	2.88				-5.77	0.4823	
sds_2013_241_47	13241024321	290813	024321	3042.28508	14959.94752				48.5260	12.00	NaN	2.98	0.0243	0.0277	0.0314	415155893	319.0	9986	2.88				-5.86	0.4946	
sds_2013_241_48	13241024700	290813	024700	3041.54397	14959.95853				47.1414	12.00	NaN	2.98	0.0244	0.0265	0.0269	415375432	319.0	9870	2.88				-7.43	0.4844	
sds_2013_241_49	13241025035	290813	025035	3040.82391	14959.96176				48.0958	12.00	NaN	2.98	0.0249	0.0290	0.0290	415590060	319.0	10035	2.88				-3.78	0.4648	
sds_2013_241_50	13241025407	290813	025407	3040.11415	14959.96691				48.0682	12.00	NaN	2.98	0.0251	0.0254	0.0301	415802624	319.0	10042	2.88				-5.88	0.4960	
sds_2013_241_51	13241025739	290813	025739	3039.40823	14959.97889				46.2634	12.00	NaN	2.98	0.0227	0.0314	0.0246	416014622	319.0	10071	2.88				-5.46	0.4854	
sds_2013_241_52	13241030106	290813	030106	3038.69948	14959.96089				47.9909	12.00	NaN	2.98	0.0278	0.0332	0.0286	416221765	319.0	10119	2.88				-4.40	0.5012	
sds_2013_241_53	13241030443	290813	030443	3037.99749	15000.03727				49.6896	12.00	NaN	2.98	0.0248	0.0306	0.0269	416438003	319.0	10120	2.88				-3.45	0.4790	
sds_2013_241_54	13241030814	290813	030814	3037.30369	15000.00368				48.9872	12.00	NaN	2.98	0.0261	0.0303	0.0282	416649622	319.0	10155	2.88				-2.11	0.4915	
sds_2013_241_55	13241031143	290813	031143	3036.60671	14959.97034				47.7166	12.00	NaN	2.98	0.0283	0.0285	0.0293	416858448	319.0	10176	2.88				-6.32	0.4874	
sds_2013_241_56	13241031507	290813	031507	3035.91352	14959.94897				53.0871	12.00	NaN	2.98	0.0251	0.0314	0.0280	417061987	319.0	10048	2.88				-4.26	0.4982	
sds_2013_241_57	13241031845	290813	031844	3035.19319	14959.90909				54.0293	12.00	NaN	2.98	0.0280	0.0372	0.0327	417279765	319.0	10156	2.88				-3.37	0.5032	
sds_2013_241_58	13241032214	290813	032214	3034.50773	14959.89580				47.3961	12.00	NaN	2.98	0.0222	0.0379	0.0291	417489317	319.0	10193	2.88				-6.12	0.5013	
sds_2013_241_59	13241032547	290813	032547	3033.78205	14959.87058				49.1874	12.00	NaN	2.98	0.0286	0.0372	0.0345	417702253	319.0	10048	2.88				-5.40	0.4966	
sds_2013_241_60	13241032914	290813	032914	3033.09361	14959.88609				47.7603	12.00	NaN	2.98	0.0254	0.0332	0.0280	417909513	319.0	10236	2.88				-1.30	0.4890	
sds_2013_241_61	13241033246	290813	033246	3032.38874	14959.88758				48.0293	12.00	NaN	2.98	0.0243	0.0288	0.0309	418121101	319.0	10270	2.88				-0.76	0.5101	
sds_2013_241_62	13241033627	290813	033627	3031.64206	14959.89651				49.0384	12.00	NaN	2.98	0.0257	0.0301	0.0285	418342383	319.0	10222	2.88				-3.14	0.4961	
sds_2013_241_63	13241034000	290813	034000	3030.91675	14959.90868				47.4728	12.00	NaN	2.98	0.0252	0.0291	0.0337	418555315	319.0	10218	2.88				-2.08	0.4919	
sds_2013_241_64	13241034338	290813	034338	3030.20330	14959.92506				47.2850	12.00	NaN	2.98	0.0311	0.0413	0.0320	418773483	319.0	10202	2.88				-4.57	0.4974	
sds_2013_241_65	13241034700	290813	034700	3029.52064	14959.94128				47.4287	12.00	NaN	2.98	0.0261	0.0267	0.0316	418975423	319.0	10238	2.88				-5.94	0.4968	
sds_2013_241_66	13241035028	290813	035028	3028.83473	14959.94257				46.4299	12.00	NaN	2.98	0.0249	0.0385	0.0265	419182975	319.0	10270	2.88				-5.35	0.5104	
sds_2013_241_67	13241035358	290813	035358	3028.10163	14959.94461				48.7427	12.00	NaN	2.98	0.0243	0.0290	0.0269	419393731	319.0	10371	2.88				-0.33	0.4933	
sds_2013_241_68	13241035728	290813	035728	3027.39478	14959.95254				47.0836	12.00	NaN	2.98	0.0262	0.0298	0.0296	419603349	319.0	10344	2.88				-2.63	0.4850	
sds_2013_241_69	13241040053	290813	040053	3026.69931	14959.94912				48.0367	12.00	NaN	2.98	0.0301	0.0327	0.0320	419808577	319.0	10354	2.88				-2.87	0.4908	
sds_2013_241_70	13241040426	290813	040426	3025.97269	14959.94673				47.8357	12.00	NaN	2.98	0.0291	0.0330	0.0298	420021629	319.0	10332	2.88				-1.15	0.5182	
sds_2013_241_71	13241040807	290813	040807	3025.19326	14959.94563				48.2944	12.00	NaN	2.98	0.0314	0.0304	0.0395	420241869	319.0	10358	2.88				-2.47	0.4773	
sds_2013_241_72	13241041132	290813	041132	3024.51046	14959.96039				46.5374	12.00	NaN	2.98	0.0265	0.0288	0.0291	420447080	319.0	10385	2.88				-1.99	0.4985	
sds_2013_241_73	13241041511	290813	041511	3023.77036	14959.96665				46.9261	12.00	NaN	2.98	0.0261	0.0278	0.0340	420665959	319.0	10444	2.88				-1.94	0.5107	
sds_2013_241_74	13241041842	290813	041842	3023.06473	14959.97720				48.2888	12.00	NaN	2.98	0.0238	0.0330	0.0291	420876906	319.0	10352	2.88				-2.80	0.4896	
sds_2013_241_75	13241042213	290813	042213	3022.33525	14959.98765				46.1452	12.00	NaN	2.98	0.0230	0.0298	0.0275	421088501	319.0	10369	2.88				-3.21	0.4957	
sds_2013_241_76	13241042558	290813	042557	3021.82308	14959.99641				48.5206	12.00	NaN	2.98	0.0251	0.0304	0.0295	421237816	319.0	10433	2.88				-0.94	0.4955	
sds_2013_241_77	13241042930	290813	042930	3021.12624	15000.00231				49.1790	12.00	NaN	2.98	0.0236	0.0320	0.0264	421450111	319.0	10358	2.88				-0.06	0.4672	
sds_2013_241_78	13241043250	290813	043250	3020.43372	14959.99101				48.3620	12.00	NaN	2.98	0.0314	0.0278	0.0317	421650299	319.0	10365	2.88				-3.73	0.4758	
sds_2013_241_79	13241043624	290813	043624	3019.71672	14959.99208				46.8253	12.00	NaN	2.98	0.0265	0.0286	0.0249	421864242	319.0	10394	2.88				-2.91	0.4641	
sds_2013_241_80	13241043953	290813	043953	3019.02447	14959.99344				46.4563	12.00	NaN	2.98	0.0267	0.0290	0.0337	422073478	319.0	10388	2.88				0.48	0.4697	
sds_2013_241_81	13241044328	290813	044328	3018.28424	14959.98939				47.7102	12.00	NaN	2.98	0.0320	0.0303	0.0382	422288051	319.0	10282	2.88				-1.69	0.4299	
sds_2013_241_82	13241044705	290813	044705	3017.55833	14959.99182				45.0096	12.00	NaN	2.98	0.0286	0.0291	0.0361	422505544	319.0	10277	2.88				-6.21	0.4645	
sds_2013_241_83	13241045039	290813	045038	3016.80679	14959.99101				44.7593	12.00	NaN	2.98	0.0295	0.0301	0.0277	422718809	319.0	10248	2.88				-4.46	0.4437	
sds_2013_241_84	13241045417	290813	045417	3016.06272	14959.97682				46.2900	12.00	NaN	2.98	0.0238	0.0278	0.0257	422937644	319.0	10259	2.88				-6.15	0.4474	
sds_2013_241_85	13241045745	290813	045745	3015.35267	14959.97769				45.6865	12.00	NaN	2.98	0.0277	0.0298	0.0291	423145584	319.0	10291	2.88				-1.45	0.4532	
sds_2013_241_86	13241050123	290813	050123	3014.60564	14959.96808				46.8068	12.00	NaN	2.98	0.0243	0.0238	0.0230	423363079	319.0	10295	2.88				-2.35	0.4531	
sds_2013_241_87	13241050457	290813	050457	3013.88713	14959.96588				46.4563	12.00	NaN	2.98	0.0238	0.0308	0.0286	423577452	319.0	10285	2.88				-1.21	0.4557	
sds_2013_241_88	13241050825	290813	050825	3013.18756	14959.96869				45.4486	12.00	NaN	2.98	0.0261	0.0314	0.0330	423785019	319.0	10312	2.88				-3.09	0.4338	
sds_2013_241_89	13241051205	290813	051205	3012.42938	14959.97411				45.6874	12.00	NaN	2.98	0.0244	0.0257	0.0337	424005533	319.0	10265	2.88				-1.32	0.4418	
sds_2013_241_90	13241051539	290813	051539	3011.72533	14959.97452				46.2583	12.00	NaN	2.98	0.0225	0.0308	0.0311	424219373	319.0	10238	2.88				-3.27	0.4451	
sds_2013_241_91	13241051909	290813	051909	3011.00654	14959.96715				47.4023	12.00	NaN	2.98	0.0243	0.0283	0.0329	424429039	319.0	10235	2.88				-3.55	0.4445	
sds_2013_241_92	13241052240	290813	052240	3010.30567	14959.97073				49.1138	12.00	NaN	2.98	0.0251	0.0311	0.0324	424639921	319.0	10233	2.88				-1.80	0.4503	
sds_2013_241_93	13241052606	290813	052606	3009.61095	14959.99705				47.3793	12.00	NaN	2.98	0.0238	0.0257	0.0257	424846740	319.0	10325	2.88				-1.84	0.4290	
sds_2013_241_94	13241052936	290813	052936	3008.92386	15000.00031				46.8634	12.00	NaN	2.98	0.0243	0.0333	0.0317	425056223	319.0	10360	2.88				-0.99	0.4421	
sds_2013_241_95	13241053311	290813	053311	3008.19701	14959.99864				47.5758	12.00	NaN	2.98	0.0259	0.0371	0.0330	425271493	319.0	10454	2.88				-0.64	0.4486	
sds_2013_241_96	13241053646	290813	053646	3007.47371	14959.98604				43.9342	12.00	NaN	2.98	0.0222	0.0350	0.0285	425486006	319.0	10244	2.88				-2.89	0.4207	
sds_2013_241_97	13241054009	290813	054009	3006.78386	14959.97749				44.4942	12.00	NaN	2.98	0.0288	0.0259	0.0335	425689678	319.0	10066	2.88				-5.36	0.4260	
sds_2013_241_98	13241054340	290813	054340	3006.07332	14959.97722				46.1472	12.00	NaN	2.98	0.0254	0.0212	0.0312	425900799	319.0	10060	2.88				-4.68	0.4271	
sds_2013_241_99	13241054706	290813	054706	3005.37663	14959.97887				51.4011	12.00	NaN	2.98	0.0251	0.0374	0.0282	426106024	319.0	10306	2.88				-1.19	0.4335	
sds_2013_241_100	13241055033	290813	055032	3004.68718	14959.97296				45.9945	12.00	NaN	2.98	0.0274	0.0291	0.0304	426312893	319.0	10535	2.88				-0.09	0.4449	
sds_2013_241_101	13241055359	290813	055359	3003.99783	14959.96869				49.6194	12.00	NaN	2.98	0.0340	0.0293	0.0406	426519777	319.0	10546	2.88				1.66	0.4431	
sds_2013_241_102	13241055730	290813	055729	3003.28882	14959.97219				47.3601	12.00	NaN	2.98	0.0269	0.0291	0.0314	426729689	319.0	10600	2.88				1.76	0.4603	
sds_2013_241_103	13241060054	290813	060054	3002.56654	14959.96316				47.8094	12.00	NaN	2.98	0.0303	0.0298	0.0282	426934817	319.0	10674	2.88				1.39	0.4459	
sds_2013_241_104	13241060420	290813	060420	3001.87652	14959.94395				49.0331	12.00	NaN	2.98	0.0280	0.0215	0.0351	427140680	319.0	10801	2.88				2.60	0.4473	
sds_2013_241_105	13241060753	290813	060753	3001.18433	14959.89042				49.0421	12.00	NaN	2.98	0.0291	0.0301	0.0327	427352932	319.0	10759	2.88				1.81	0.4563	
sds_2013_241_106	13241061124	290813	061123	3000.45730	14959.83573				47.1830	12.00	NaN	2.98	0.0290	0.0311	0.0372	427563849	319.0	10803	2.88				2.63	0.4789	
sds_2013_241_107	13241061452	290813	061452	2959.96357	14959.82671				49.5531	12.00	NaN	2.98	0.0277	0.0290	0.0345	427772803	319.0	10913	2.88				1.76	0.4583	
sds_2013_241_108	13241061835	290813	061835	2959.98746	14959.97690				49.3826	12.00	NaN	2.98	0.0264	0.0405	0.0333	427995129	319.0	10888	2.88				2.40	0.4337	
